School Year,Topic,Grade,District,District Name,Proficient,Total,% Proficient,Proficient Category,District Office Location
Neola, Iowa 515595183
(41.504274393, -95.594185677)"
2003,Reading,8,5250,Pleasant Valley,192,248,77.4,70.1 - 80%,"525 Belmont Rd
Bettendorf, Iowa 52722
(41.552075023001, -90.466612678)"
2005,Reading,4,2313,Fort Dodge,192,265,72.5,70.1 - 80%,"104 S 17th St
Fort Dodge, Iowa 50501
(42.504398547, -94.174977779)"
2009,Reading,7,2709,Grinnell-Newburg,113,134,84.3,80.1 - 90%,"927 4th Ave
Grinnell, Iowa 50112
(41.743268012001, -92.722920631)"
2009,Reading,8,3033,Hubbard-Radcliffe,47,64,73.4,70.1 - 80%,"200 Chestnut
Hubbard, Iowa 50122
(42.304392476, -93.301573303)"
2006,Math,7,1368,Columbus,40,69,58.0,50.1 - 60%,"1208 Colton St
Columbus Junction, Iowa 52738
(41.268605316, -91.367431777)"
2008,Math,5,1413,Coon Rapids-Bayard,37,38,97.4,90.1 - 100%,"905 North St
Coon Rapids, Iowa 50058
(41.877042762, -94.683929629)"
2006,Reading,6,1701,Denison,57,93,61.3,60.1 - 70%,"819 N 16th St
Denison, Iowa 51442
(42.026357151, -95.348689731)"
2009,Math,3,4644,Newell-Fonda,31,34,91.2,90.1 - 100%,"205 Clark St
Newell, Iowa 505680297
(42.607244068, -94.998482383)"
2013,Reading,6,6039,Sioux City,519,882,58.8,50.1 - 60%,"627 4th St
Sioux City, Iowa 51101
(42.494227355, -96.402180665)"
2007,Reading,8,4617,Nevada,85,103,82.5,80.1 - 90%,"1035 15th St
Nevada, Iowa 50201
(42.020760519, -93.439933752)"
2012,Reading,3,5805,Saydel,51,72,70.8,70.1 - 80%,"5740 N E 14th Street
Des Moines, Iowa 50313
(41.664949721, -93.600627517)"
2005,Math,8,1963,East Buchanan,34,43,79.1,70.1 - 80%,"414 5th St North
Winthrop, Iowa 50682
(42.475879754, -91.736862672)"
2013,Math,4,5751,St Ansgar,41,48,85.4,80.1 - 90%,"206 E 8th
St. Ansgar, Iowa 50472
(43.374941039, -92.917529642)"
2007,Math,5,3186,Janesville,21,25,84.0,80.1 - 90%,"505 Barrick Rd
Janesville, Iowa 50647
(42.649545181, -92.457859168)"
2010,Math,5,5337,Preston,26,27,96.3,90.1 - 100%,"121 S. Mitchell Street
Preston, Iowa 52069
(42.048281617001, -90.397488025)"
2003,Reading,8,0576,Belle Plaine,48,61,78.7,70.1 - 80%,"707-7th Street
Belle Plaine, Iowa 52208
(41.891861666, -92.27813409)"
2013,Reading,3,4775,Northeast Hamilton,11,14,78.6,70.1 - 80%,"606 Illinois St
Blairsburg, Iowa 50034
(42.480561718001, -93.639521298)"
2006,Reading,6,4599,Nashua-Plainfield,38,57,66.7,60.1 - 70%,"612 Greeley St
Nashua, Iowa 50658
(42.94908945, -92.540077705)"
2003,Math,11,0081,Albia,74,96,77.1,70.1 - 80%,"701 Washington Ave E
Albia, Iowa 52531
(41.026231183, -92.800017267)"
2006,Math,7,6975,West Liberty,54,71,76.1,70.1 - 80%,"111 W. 7th St
West Liberty, Iowa 52776
(41.574427615001, -91.265189648)"
2014,Reading,8,4978,Orient-Macksburg,7,12,58.3,50.1 - 60%,"201 South School Street
Orient, Iowa 508580129
(41.201062736, -94.414620815)"
2011,Math,11,0576,Belle Plaine,25,32,78.1,70.1 - 80%,"707-7th Street
Belle Plaine, Iowa 52208
(41.891861666, -92.27813409)"
2011,Math,4,6992,Westwood,25,31,80.7,80.1 - 90%,"1000 Rebel Way
Sloan, Iowa 51055
(42.228917062, -96.217814827)"
2007,Math,5,2977,Highland,30,38,79.0,70.1 - 80%,"1715 Vine Avenue
Riverside, Iowa 52327
(41.460236457, -91.541407572)"
2011,Reading,3,3195,Jefferson-Scranton,58,70,82.9,80.1 - 90%,"204 W Madison Ave
Jefferson, Iowa 50129
(42.012317749, -94.377120273)"
2012,Reading,11,0504,Battle Creek-Ida Grove,57,69,82.6,80.1 - 90%,"900 John Montgomery Dr
Ida Grove, Iowa 51445
(42.335841611, -95.463490416)"
2014,Math,7,6264,West Central Valley,46,53,86.8,80.1 - 90%,"3299 White Pole Rd
Stuart, Iowa 50250
(41.50371123, -94.29925811)"
2009,Math,11,4773,Northeast,43,52,82.7,80.1 - 90%,"1450 370th Ave
Goose Lake, Iowa 52750
(41.967391117, -90.373692002)"
2009,Reading,4,6750,Walnut,10,14,71.4,70.1 - 80%,"415 Antique City Dr
Walnut, Iowa 51577
(41.479390867, -95.222083919)"
2006,Reading,3,1079,Central Lee,55,70,78.6,70.1 - 80%,"2642 Highway 218
Donnellson, Iowa 52625
(40.577481452, -91.521042214)"
2007,Math,4,5013,Oskaloosa,133,146,91.1,90.1 - 100%,"1800 North 3rd
Oskaloosa, Iowa 52577
(41.309644142, -92.641504171)"
2003,Math,8,2151,Exira,19,24,79.2,70.1 - 80%,"105 East School Street
Exira, Iowa 500760335
(41.58636295, -94.874560332)"
2006,Reading,5,2376,Galva-Holstein,26,31,83.9,80.1 - 90%,"519 E Maple
Holstein, Iowa 51025
(42.487382109, -95.541362025)"
2006,Reading,7,6460,Tri-Center,39,50,78.0,70.1 - 80%,"33980 310th Street
Neola, Iowa 515595183
(41.504274393, -95.594185677)"
2012,Reading,7,2322,Fort Madison,109,145,75.2,70.1 - 80%,"1930 Ave M
Fort Madison, Iowa 52627
(40.626405305, -91.332243165)"
2009,Math,6,3231,Johnston,401,443,90.5,90.1 - 100%,"5608 Merle Hay Road
Johnston, Iowa 50131
(41.662290255, -93.697797138)"
2006,Reading,5,3609,Lenox,15,26,57.7,50.1 - 60%,"600 S Locust
Lenox, Iowa 50851
(40.875287385, -94.555878104)"
2009,Reading,5,5868,Sentral,10,13,76.9,70.1 - 80%,"308 310th Street
Fenton, Iowa 50539
(43.212368179, -94.412563015)"
2004,Reading,11,6700,Waco,32,36,88.9,80.1 - 90%,"706 N. Pearl
Wayland, Iowa 52654
(41.153132482001, -91.658643375)"
2012,Reading,5,7047,Winfield-Mt Union,20,25,80.0,70.1 - 80%,"208 S Olive
Winfield, Iowa 526590285
(41.126881357, -91.439346674)"
2004,Math,11,3744,Lisbon,37,40,92.5,90.1 - 100%,"235 W School St
Lisbon, Iowa 522530839
(41.919553303001, -91.388930888)"
2013,Reading,11,5325,Prairie Valley,37,46,80.4,80.1 - 90%,"1005 Riddle St
Gowrie, Iowa 505430049
(42.279828039, -94.294697555)"
2005,Reading,8,4778,North Kossuth,19,27,70.4,70.1 - 80%,"203 5th Street North
Swea City, Iowa 50590
(43.383718628, -94.312397755)"
2012,Reading,11,5508,Riceville,17,18,94.4,90.1 - 100%,"912 Woodland Ave
Riceville, Iowa 50466
(43.354809029, -92.554152827)"
2012,Reading,7,6093,Solon,63,87,72.4,70.1 - 80%,"301 S Iowa Street
Solon, Iowa 52333
(41.805373657, -91.495353613)"
2012,Math,8,4356,Missouri Valley,41,60,68.3,60.1 - 70%,"109 East Michigan Street
Missouri Valley, Iowa 51555
(41.559428362, -95.894151136)"
2012,Math,8,6219,Storm Lake,90,126,71.4,70.1 - 80%,"419 Lake Ave
Storm Lake, Iowa 505880638
(42.642078939001, -95.200823167)"
2003,Reading,8,2826,Harlan,97,123,78.9,70.1 - 80%,"2102 Durant
Harlan, Iowa 51537
(41.656723593, -95.337794249)"
2014,Reading,5,6700,Waco,19,27,70.4,70.1 - 80%,"706 N. Pearl
Wayland, Iowa 52654
(41.153132482001, -91.658643375)"
2011,Reading,5,3555,Lawton-Bronson,39,41,95.1,90.1 - 100%,"100 Tara Way
Lawton, Iowa 510300128
(42.477274402, -96.174799726)"
2012,Reading,11,0882,Burlington,216,256,84.4,80.1 - 90%,"1429 West Ave
Burlington, Iowa 52601
(40.799648151001, -91.115081638)"
2006,Reading,5,1218,Clay Central-Everly,21,23,91.3,90.1 - 100%,"401 Church Street
Royal, Iowa 51357
(43.062450858, -95.285652829)"
2003,Math,4,0225,Ames,282,299,94.3,90.1 - 100%,"415 Stanton Ave
Ames, Iowa 50014
(42.017921297001, -93.648547461)"
2006,Math,5,4617,Nevada,81,93,87.1,80.1 - 90%,"1035 15th St
Nevada, Iowa 50201
(42.020760519, -93.439933752)"
2009,Reading,6,3600,Le Mars,141,180,78.3,70.1 - 80%,"940 Lincoln Street SW
Le Mars, Iowa 51031
(42.781304542001, -96.181023216)"
2004,Reading,8,6039,Sioux City,577,998,57.8,50.1 - 60%,"627 4th St
Sioux City, Iowa 51101
(42.494227355, -96.402180665)"
2009,Reading,7,1619,Davis County,58,76,76.3,70.1 - 80%,"608 S. Washington
Bloomfield, Iowa 52537
(40.744092296, -92.412623125)"
2013,Math,3,7056,Winterset,91,123,74.0,70.1 - 80%,"110 West Washington
Winterset, Iowa 502730030
(41.333444175, -94.014776251)"
2013,Math,6,3465,Lamoni,17,19,89.5,80.1 - 90%,"202 N Walnut St
Lamoni, Iowa 50140
(40.622532216, -93.935606211)"
2014,Math,5,0126,Algona,64,84,76.2,70.1 - 80%,"600 S. Hale Street
Algona, Iowa 50511
(43.064591468, -94.223225436)"
2012,Reading,3,6950,West Delaware County,95,117,81.2,80.1 - 90%,"701 New St
Manchester, Iowa 52057
(42.489203326, -91.453748627)"
2007,Math,5,0819,West Hancock,38,50,76.0,70.1 - 80%,"510 9th Ave SW
Britt, Iowa 504230278
(43.09236146, -93.812842777)"
2004,Math,11,2016,Elk Horn-Kimballton,23,26,88.5,80.1 - 90%,"4114 Madison St
Elk Horn, Iowa 51531
(41.590791169, -95.056067764)"
2004,Math,4,3555,Lawton-Bronson,45,48,93.8,90.1 - 100%,"100 Tara Way
Lawton, Iowa 510300128
(42.477274402, -96.174799726)"
2005,Math,11,0999,Carroll,119,133,89.5,80.1 - 90%,"1026 N. Adams St
Carroll, Iowa 51401
(42.071095645, -94.866259295)"
2008,Math,5,5823,Schaller-Crestland,25,29,86.2,80.1 - 90%,"300 S Berwick
Schaller, Iowa 51053
(42.498044213, -95.296475832)"
2009,Math,7,5256,Pleasantville,31,45,68.9,60.1 - 70%,"415 Jones St
Pleasantville, Iowa 50225
(41.388307599, -93.273741299)"
2003,Math,11,5805,Saydel,56,80,70.0,60.1 - 70%,"5740 N E 14th Street
Des Moines, Iowa 50313
(41.664949721, -93.600627517)"
2007,Math,5,2673,Nodaway Valley,33,41,80.5,80.1 - 90%,"410 NW 2nd
Greenfield, Iowa 50849
(41.308043141001, -94.462689109)"
2014,Math,4,6762,Wapsie Valley,54,61,88.5,80.1 - 90%,"2535 Viking Avenue
Fairbank, Iowa 50629
(42.679990164, -92.140653041)"
2006,Reading,11,3816,Lone Tree,25,29,86.2,80.1 - 90%,"303 S Devoe St
Lone Tree, Iowa 52755
(41.48488149, -91.425737073)"
2010,Reading,4,5486,Remsen-Union,19,21,90.5,90.1 - 100%,"511 Roosevelt St
Remsen, Iowa 51050
(42.808784214, -95.96593844)"
2005,Math,4,2367,Fremont,,,,Not Reportable,"525 East Main Street
Fremont, Iowa 52561
(41.212602281001, -92.431703726)"
2012,Math,3,6101,Southeast Polk,406,466,87.1,80.1 - 90%,"8379 NE University Ave
Pleasant Hill, Iowa 50327
(41.600356215, -93.434241935)"
2006,Reading,7,5643,Roland-Story,62,72,86.1,80.1 - 90%,"1009 Story St
Story City, Iowa 50248
(42.188027095, -93.588865664)"
2008,Math,4,1791,Dike-New Hartford,48,54,88.9,80.1 - 90%,"330 Main St
Dike, Iowa 50624
(42.466920106, -92.628130775)"
2012,Math,6,2369,Fremont-Mills,17,24,70.8,70.1 - 80%,"1114 U.S. Highway 275
Tabor, Iowa 516530310
(40.897941323, -95.671335783)"
2005,Reading,8,6579,Urbandale,214,266,80.5,80.1 - 90%,"11152 Aurora Avenue
Urbandale, Iowa 503227903
(41.637839566, -93.77152693)"
2006,Reading,8,6138,Springville,20,37,54.1,50.1 - 60%,"400 Academy St
Springville, Iowa 523369657
(42.055167653, -91.444776226)"
2009,Math,11,1215,Clarksville,12,19,63.2,60.1 - 70%,"318 N Mather
Clarksville, Iowa 506190689
(42.787370153, -92.666493391)"
2012,Reading,11,1206,Clarion-Goldfield,55,65,84.6,80.1 - 90%,"319 3rd Ave NE
Clarion, Iowa 505251113
(42.734357124001, -93.735960712)"
2008,Reading,8,6975,West Liberty,44,68,64.7,60.1 - 70%,"111 W. 7th St
West Liberty, Iowa 52776
(41.574427615001, -91.265189648)"
2009,Reading,7,4777,North Linn,30,47,63.8,60.1 - 70%,"3033 Lynx Drive
Troy Mills, Iowa 523440200
(42.29278304, -91.682579925)"
2007,Math,11,6264,West Central Valley,51,68,75.0,70.1 - 80%,"3299 White Pole Rd
Stuart, Iowa 50250
(41.50371123, -94.29925811)"
2010,Reading,8,6091,Southern Cal,19,28,67.9,60.1 - 70%,"709 W Main St
Lake City, Iowa 51449
(42.267315878, -94.741237078)"
2011,Math,4,3609,Lenox,29,29,100.0,90.1 - 100%,"600 S Locust
Lenox, Iowa 50851
(40.875287385, -94.555878104)"
2005,Math,11,4203,Mediapolis,65,69,94.2,90.1 - 100%,"725 N. Northfield
Mediapolis, Iowa 52637
(41.01322067, -91.160449839)"
2014,Reading,5,5625,Rockwell City-Lytton,50,62,80.6,80.1 - 90%,"1000 Tonawanda Avenue
Rockwell City, Iowa 50579
(42.391507193, -94.646349767)"
2012,Math,4,0009,AGWSR,24,27,88.9,80.1 - 90%,"511 State St
Ackley, Iowa 50601
(42.552016502, -93.051398954)"
2009,Reading,7,0846,Brooklyn-Guernsey-Malcom,28,38,73.7,70.1 - 80%,"1090 Jackson St
Brooklyn, Iowa 522119705
(41.73809081, -92.445467302)"
2011,Math,6,1211,Clarke,65,81,80.3,80.1 - 90%,"802 North Jackson
Osceola, Iowa 50213
(41.040554858, -93.76950396)"
2008,Reading,7,5256,Pleasantville,27,39,69.2,60.1 - 70%,"415 Jones St
Pleasantville, Iowa 50225
(41.388307599, -93.273741299)"
2006,Reading,7,6633,Ventura,27,33,81.8,80.1 - 90%,"110 S. Main Street
Ventura, Iowa 504820018
(43.12835915, -93.477737814)"
2014,Reading,5,2781,Hampton-Dumont,53,67,79.1,70.1 - 80%,"601 - 12th Avenue NE
Hampton, Iowa 50441
(42.752611573, -93.198421245)"
2003,Math,8,4878,Ogden,43,64,67.2,60.1 - 70%,"732 W Division
Ogden, Iowa 502120250
(42.034567065, -94.036676207)"
2012,Math,6,0846,Brooklyn-Guernsey-Malcom,29,32,90.6,90.1 - 100%,"1090 Jackson St
Brooklyn, Iowa 522119705
(41.73809081, -92.445467302)"
2009,Reading,7,1134,Charter Oak-Ute,22,29,75.9,70.1 - 80%,"321 Main St
Charter Oak, Iowa 514390077
(42.065630372001, -95.5911932)"
2006,Math,3,2781,Hampton-Dumont,60,86,69.8,60.1 - 70%,"601 - 12th Avenue NE
Hampton, Iowa 50441
(42.752611573, -93.198421245)"
2012,Reading,8,1737,Des Moines,965,1956,49.3,40.1 - 50%,"901 Walnut Street
Des Moines, Iowa 50309
(41.584997496, -93.62919604)"
2008,Reading,7,4776,North Mahaska,36,48,75.0,70.1 - 80%,"2163 135th St
New Sharon, Iowa 502070089
(41.458931622, -92.649667528)"
2008,Math,11,1701,Denison,138,175,78.9,70.1 - 80%,"819 N 16th St
Denison, Iowa 51442
(42.026357151, -95.348689731)"
2009,Math,8,1576,Dallas Center-Grimes,99,126,78.6,70.1 - 80%,"1414 Walnut St, Ste. 200
Dallas Center, Iowa 50063
(41.684340466, -93.961457206)"
2007,Math,3,6660,Vinton-Shellsburg,98,122,80.3,80.1 - 90%,"1502 C Avenue
Vinton, Iowa 52349
(42.157359394, -92.027909269)"
2005,Math,8,0585,Bellevue,33,50,66.0,60.1 - 70%,"1601 State St
Bellevue, Iowa 520310976
(42.253924855, -90.441917063)"
2011,Math,5,1053,Cedar Rapids,869,1095,79.4,70.1 - 80%,"2500 Edgewood Rd NW
Cedar Rapids, Iowa 52405
(42.005140877, -91.707720184)"
2008,Reading,11,1791,Dike-New Hartford,69,78,88.5,80.1 - 90%,"330 Main St
Dike, Iowa 50624
(42.466920106, -92.628130775)"
2012,Math,8,0540,BCLUW,39,46,84.8,80.1 - 90%,"610 East Center Street
Conrad, Iowa 50621
(42.224547032, -92.867233301)"
2010,Math,7,2016,Elk Horn-Kimballton,16,20,80.0,70.1 - 80%,"4114 Madison St
Elk Horn, Iowa 51531
(41.590791169, -95.056067764)"
2014,Reading,7,1611,Davenport,634,998,63.5,60.1 - 70%,"1606 Brady St
Davenport, Iowa 52803
(41.536181077, -90.574097107)"
2003,Reading,4,6741,Wall Lake View Auburn,32,39,82.1,80.1 - 90%,"801 Jackson
Lake View, Iowa 51450
(42.309577099, -95.055388227)"
2012,Reading,11,5895,Seymour,12,13,92.3,90.1 - 100%,"100 South Park
Seymour, Iowa 52590
(40.681343501, -93.116359634)"
2014,Math,3,7056,Winterset,102,116,87.9,80.1 - 90%,"110 West Washington
Winterset, Iowa 502730030
(41.333444175, -94.014776251)"
2010,Math,7,5823,Schaller-Crestland,21,29,72.4,70.1 - 80%,"300 S Berwick
Schaller, Iowa 51053
(42.498044213, -95.296475832)"
2010,Reading,11,0936,Camanche,47,57,82.5,80.1 - 90%,"702 13th Ave
Camanche, Iowa 527301772
(41.78497779, -90.25908233)"
2006,Math,11,4788,Northwood-Kensett,31,38,81.6,80.1 - 90%,"1200 1st Ave North
Northwood, Iowa 504590289
(43.445177694, -93.215725247)"
2008,Math,3,4644,Newell-Fonda,27,27,100.0,90.1 - 100%,"205 Clark St
Newell, Iowa 505680297
(42.607244068, -94.998482383)"
2009,Math,3,1095,Central Lyon,36,36,100.0,90.1 - 100%,"1105 S Story
Rock Rapids, Iowa 51246
(43.421280709, -96.168318157)"
2009,Math,7,6660,Vinton-Shellsburg,89,107,83.2,80.1 - 90%,"1502 C Avenue
Vinton, Iowa 52349
(42.157359394, -92.027909269)"
2006,Reading,4,0657,Eddyville-Blakesburg,32,44,72.7,70.1 - 80%,"222 Walnut
Eddyville, Iowa 52553
(41.1565658, -92.637079862)"
2012,Math,6,3348,Kingsley-Pierson,26,40,65.0,60.1 - 70%,"322 Quest Avenue
Kingsley, Iowa 510280520
(42.582740549, -95.977957008)"
2013,Reading,3,0126,Algona,55,74,74.3,70.1 - 80%,"600 S. Hale Street
Algona, Iowa 50511
(43.064591468, -94.223225436)"
2008,Math,4,6983,West Lyon,34,40,85.0,80.1 - 90%,"1787 182nd Street
Inwood, Iowa 51240
(43.302157276, -96.443976618)"
2011,Reading,3,1218,Clay Central-Everly,13,16,81.3,80.1 - 90%,"401 Church Street
Royal, Iowa 51357
(43.062450858, -95.285652829)"
2010,Reading,8,1218,Clay Central-Everly,16,23,69.6,60.1 - 70%,"401 Church Street
Royal, Iowa 51357
(43.062450858, -95.285652829)"
2007,Math,3,3114,Indianola,236,277,85.2,80.1 - 90%,"1304 E 2nd Ave
Indianola, Iowa 50125
(41.357997978, -93.542849802)"
2011,Reading,4,1970,East Union,22,28,78.6,70.1 - 80%,"1916 High School Dr
Afton, Iowa 50830
(41.01973103, -94.176092065)"
2008,Reading,5,6534,Underwood,32,41,78.0,70.1 - 80%,"601 Third Street
Underwood, Iowa 515760130
(41.387093094, -95.68317064)"
2013,Reading,7,1963,East Buchanan,35,47,74.5,70.1 - 80%,"414 5th St North
Winthrop, Iowa 50682
(42.475879754, -91.736862672)"
2013,Reading,8,6615,Van Meter,36,42,85.7,80.1 - 90%,"520 1st Ave
Van Meter, Iowa 50261
(41.529258443, -93.953005731)"
2013,Reading,11,2205,Farragut,10,17,58.8,50.1 - 60%,"907 Hartford Ave
Farragut, Iowa 51639
(40.72268279, -95.480926744)"
2014,Math,5,1926,Durant,28,42,66.7,60.1 - 70%,"408 7th Street
Durant, Iowa 52747
(41.603403343, -90.913637233)"
2010,Math,3,1093,Central Decatur,36,48,75.0,70.1 - 80%,"1201 NE Poplar
Leon, Iowa 501441246
(40.748150523, -93.7430749)"
2013,Reading,6,5976,Shenandoah,40,61,65.6,60.1 - 70%,"304 West Nishna
Shenandoah, Iowa 51601
(40.757264109, -95.368784667)"
2007,Math,3,1095,Central Lyon,42,43,97.7,90.1 - 100%,"1105 S Story
Rock Rapids, Iowa 51246
(43.421280709, -96.168318157)"
2005,Math,4,1619,Davis County,68,87,78.2,70.1 - 80%,"608 S. Washington
Bloomfield, Iowa 52537
(40.744092296, -92.412623125)"
2003,Math,11,0846,Brooklyn-Guernsey-Malcom,41,56,73.2,70.1 - 80%,"1090 Jackson St
Brooklyn, Iowa 522119705
(41.73809081, -92.445467302)"
2014,Math,6,5250,Pleasant Valley,285,301,94.7,90.1 - 100%,"525 Belmont Rd
Bettendorf, Iowa 52722
(41.552075023001, -90.466612678)"
2006,Math,11,1044,Cedar Falls,296,340,87.1,80.1 - 90%,"1002 W 1st St
Cedar Falls, Iowa 50613
(42.537761714, -92.457720667)"
2006,Reading,6,6453,Treynor,28,40,70.0,60.1 - 70%,"102 E Main St
Treynor, Iowa 515750369
(41.232413088001, -95.608719407)"
2014,Math,11,6961,Western Dubuque,247,265,93.2,90.1 - 100%,"310 4th Street SW
Farley, Iowa 520469513
(42.440821398, -91.010297016)"
2007,Math,5,4041,Maquoketa,80,92,87.0,80.1 - 90%,"612 So Vermont
Maquoketa, Iowa 52060
(42.060815723, -90.67317784)"
2008,Math,5,4437,Montezuma,25,28,89.3,80.1 - 90%,"504 N 4th St
Montezuma, Iowa 50171
(41.591280888, -92.5235874)"
2009,Reading,5,0063,Akron Westfield,26,28,92.9,90.1 - 100%,"850 Kerr Dr
Akron, Iowa 51001
(42.832823680001, -96.55041296)"
2013,Reading,3,0063,Akron Westfield,28,33,84.9,80.1 - 90%,"850 Kerr Dr
Akron, Iowa 51001
(42.832823680001, -96.55041296)"
2008,Reading,8,3168,IKM,17,22,77.3,70.1 - 80%,"755 Main Street
Manilla, Iowa 514540580
(41.889708051, -95.228760239)"
2007,Reading,3,1278,Clinton,215,288,74.7,70.1 - 80%,"1401 12th Ave N
Clinton, Iowa 52732
(41.858445401, -90.219388304)"
2003,Math,8,0009,AGWSR,44,49,89.8,80.1 - 90%,"511 State St
Ackley, Iowa 50601
(42.552016502, -93.051398954)"
2012,Math,7,0234,Anamosa,69,75,92.0,90.1 - 100%,"200 South Garnavillo St.
Anamosa, Iowa 52205
(42.106223203, -91.286826145)"
2011,Reading,11,1965,East Central,15,18,83.3,80.1 - 90%,"121 S Mitchell
Preston, Iowa 52069
(42.048281617001, -90.397488025)"
2013,Math,7,0225,Ames,258,278,92.8,90.1 - 100%,"415 Stanton Ave
Ames, Iowa 50014
(42.017921297001, -93.648547461)"
2012,Math,4,5160,PCM,62,74,83.8,80.1 - 90%,"400 E Hwy 163
Monroe, Iowa 50170
(41.516807129, -93.098919286)"
2010,Reading,11,1368,Columbus,41,59,69.5,60.1 - 70%,"1208 Colton St
Columbus Junction, Iowa 52738
(41.268605316, -91.367431777)"
2007,Reading,3,0585,Bellevue,37,44,84.1,80.1 - 90%,"1601 State St
Bellevue, Iowa 520310976
(42.253924855, -90.441917063)"
2011,Reading,7,5486,Remsen-Union,22,27,81.5,80.1 - 90%,"511 Roosevelt St
Remsen, Iowa 51050
(42.808784214, -95.96593844)"
2014,Math,4,4104,Marshalltown,227,320,70.9,70.1 - 80%,"1002 SOuth 3rd Ave.
Marshalltown, Iowa 501583987
(42.036421181, -92.907823838)"
2010,Reading,7,4751,Nishna Valley,20,34,58.8,50.1 - 60%,"58962 380th St
Hastings, Iowa 51540
(41.032449558, -95.460757204)"
2013,Math,5,6100,South Winneshiek,24,28,85.7,80.1 - 90%,"304 S Webster St
Calmar, Iowa 52132
(43.180778347, -91.86743264)"
2009,Math,7,1926,Durant,52,65,80.0,70.1 - 80%,"408 7th Street
Durant, Iowa 52747
(41.603403343, -90.913637233)"
2007,Math,7,6460,Tri-Center,43,59,72.9,70.1 - 80%,"33980 310th Street
Neola, Iowa 515595183
(41.504274393, -95.594185677)"
2010,Reading,4,4890,Okoboji,51,58,87.9,80.1 - 90%,"1205 7th St
Milford, Iowa 51351
(43.321807506, -95.152847312)"
2014,Math,6,5049,Ottumwa,192,275,69.8,60.1 - 70%,"422 McCarroll Dr
Ottumwa, Iowa 52501
(41.054992799, -92.404760643)"
2009,Math,8,5139,Paton-Churdan,8,12,66.7,60.1 - 70%,"606 Adrian St
Churdan, Iowa 500500157
(42.15890722, -94.47660096)"
2014,Math,11,6867,Webster City,103,118,87.3,80.1 - 90%,"825 Beach St
Webster City, Iowa 505951948
(42.468377962, -93.835408483)"
2010,Reading,8,2113,Essex,17,27,63.0,60.1 - 70%,"111 Forbes St
Essex, Iowa 51638
(40.827249474, -95.308569579)"
2006,Math,11,4041,Maquoketa,109,138,79.0,70.1 - 80%,"612 So Vermont
Maquoketa, Iowa 52060
(42.060815723, -90.67317784)"
2004,Reading,11,0423,Aurelia,28,37,75.7,70.1 - 80%,"300 Ash St
Aurelia, Iowa 51005
(42.71371202, -95.429734234)"
2009,Math,8,4689,New London,31,37,83.8,80.1 - 90%,"106 Jack Wilson Dr
New London, Iowa 52645
(40.921759048, -91.394858631)"
2010,Reading,4,1082,Central Clinton,80,98,81.6,80.1 - 90%,"331 E. 8th St
De Witt, Iowa 527420110
(41.823411881, -90.528412296)"
2009,Reading,8,3060,Humboldt,71,81,87.7,80.1 - 90%,"23 3rd St N
Dakota City, Iowa 50529
(42.721842191, -94.204233062)"
2007,Math,11,0882,Burlington,252,323,78.0,70.1 - 80%,"1429 West Ave
Burlington, Iowa 52601
(40.799648151001, -91.115081638)"
2007,Reading,11,6091,Southern Cal,25,44,56.8,50.1 - 60%,"709 W Main St
Lake City, Iowa 51449
(42.267315878, -94.741237078)"
2013,Reading,8,1093,Central Decatur,29,48,60.4,60.1 - 70%,"1201 NE Poplar
Leon, Iowa 501441246
(40.748150523, -93.7430749)"
2011,Math,4,3906,Lynnville-Sully,29,37,78.4,70.1 - 80%,"12476 Hwy F62 E
Sully, Iowa 502510210
(41.581097841, -92.85371067)"
2007,Reading,4,4698,New Market,,,,Not Reportable,"600 N Lafayette
New Market, Iowa 51646
(40.727658962, -94.880517634)"
2012,Math,6,3715,Linn-Mar,416,503,82.7,80.1 - 90%,"2999 N 10th St
Marion, Iowa 52302
(42.051270637, -91.59936405)"
2009,Math,7,6264,West Central Valley,50,67,74.6,70.1 - 80%,"3299 White Pole Rd
Stuart, Iowa 50250
(41.50371123, -94.29925811)"
2014,Math,11,3042,Hudson,50,54,92.6,90.1 - 100%,"136 S. Washington
Hudson, Iowa 50643
(42.401833833, -92.453961118)"
2009,Math,4,6579,Urbandale,229,260,88.1,80.1 - 90%,"11152 Aurora Avenue
Urbandale, Iowa 503227903
(41.637839566, -93.77152693)"
2014,Math,3,1134,Charter Oak-Ute,14,15,93.3,90.1 - 100%,"321 Main St
Charter Oak, Iowa 514390077
(42.065630372001, -95.5911932)"
2009,Reading,3,7047,Winfield-Mt Union,26,30,86.7,80.1 - 90%,"208 S Olive
Winfield, Iowa 526590285
(41.126881357, -91.439346674)"
2013,Reading,3,2556,Graettinger-Terril,15,20,75.0,70.1 - 80%,"400 W Lost Island St
Graettinger, Iowa 513420058
(43.236809139, -94.754521295)"
2007,Reading,5,4761,Nora Springs-Rock Falls,25,31,80.7,80.1 - 90%,"509 N Iowa Ave
Nora Springs, Iowa 504580367
(43.147392844, -93.004372444)"
2010,Reading,11,6592,Van Buren,37,50,74.0,70.1 - 80%,"405 4th Street
Keosauqua, Iowa 52565
(40.730522915, -91.966792153)"
2013,Reading,4,3105,Independence,64,79,81.0,80.1 - 90%,"1207 1st St W
Independence, Iowa 50644
(42.468517757, -91.907844879)"
2003,Reading,8,3312,Keokuk,83,138,60.1,60.1 - 70%,"1721 Fulton St
Keokuk, Iowa 52632
